13,730,67,2,0
68,730,730,4,0
119,730,120,2,1
229,730,175,0,3
418,698,472,3,0
549,721,721,4,0
657,730,68,0,4
685,730,68,0,4
689,698,84,0,4
693,726,274,0,4
694,698,87,0,4
698,663,472,0,4
698,665,472,0,4
698,667,472,0,4
698,673,472,0,4
698,674,472,0,4
698,683,472,0,4
698,689,94,0,4
698,690,472,0,4
698,693,472,0,4
698,694,94,0,4
698,695,472,0,4
698,696,472,0,4
698,711,472,0,4
698,725,364,0,4
698,747,472,0,4
704,739,504,0,4
710,730,13,0,4
718,730,121,0,4
725,698,372,0,4
726,693,274,0,4
730,657,68,0,4
730,677,68,0,4
730,680,68,0,4
730,685,68,0,4
730,705,68,0,4
730,710,68,0,4
730,718,68,0,4
730,745,68,0,4
739,704,504,0,4
745,730,62,0,4
