53,691,647,3,3
55,732,1,0,2
116,745,115,1,2
119,684,173,3,0
119,745,65,0,3
156,673,210,3,0
368,673,369,2,1
374,673,673,4,0
532,691,533,2,1
533,717,534,2,1
539,691,691,4,0
593,691,539,0,3
647,691,593,0,3
649,745,223,0,4
651,673,265,0,4
652,745,223,0,4
658,745,223,0,4
661,745,223,0,4
673,651,374,0,4
676,745,223,0,4
679,712,551,0,4
684,745,223,0,4
692,745,223,0,4
697,745,167,0,4
706,745,223,0,4
709,745,223,0,4
712,679,551,0,4
721,745,115,0,4
728,745,169,0,4
745,649,115,0,4
745,652,115,0,4
745,658,115,0,4
745,661,115,0,4
745,676,115,0,4
745,684,115,0,4
745,686,115,0,4
745,692,115,0,4
745,697,113,0,4
745,706,115,0,4
745,709,115,0,4
745,721,115,0,4
745,728,115,0,4
