223,701,224,2,1
224,701,701,4,0
281,700,280,1,2
291,677,345,3,0
336,700,335,1,2
342,656,341,1,2
347,656,401,3,0
347,700,401,3,0
397,656,451,3,0
450,656,504,3,0
638,670,637,1,2
648,658,381,0,4
651,668,404,0,4
656,685,168,0,4
656,704,115,0,4
656,708,115,0,4
656,710,115,0,4
656,724,449,0,4
656,731,115,0,4
656,742,115,0,4
658,648,381,0,4
662,741,330,0,4
668,651,404,0,4
672,701,224,0,4
676,739,271,0,4
685,656,168,0,4
701,672,224,0,4
701,702,224,0,4
702,701,224,0,4
704,656,115,0,4
708,656,115,0,4
710,656,115,0,4
710,713,233,0,4
713,710,233,0,4
724,656,449,0,4
731,656,115,0,4
739,676,271,0,4
741,662,330,0,4
742,656,115,0,4
