10,701,604,3,3
73,746,19,0,2
116,746,115,1,2
172,746,171,1,2
241,648,240,1,2
247,648,193,0,3
248,648,194,0,3
258,702,259,2,1
283,666,337,3,0
283,746,337,3,0
295,648,294,1,2
298,648,297,1,2
349,648,348,1,2
352,648,351,1,2
603,701,604,2,1
604,701,701,4,0
648,677,240,0,4
648,698,240,0,4
661,729,75,0,4
685,701,604,0,4
699,746,613,0,4
701,685,604,0,4
701,704,604,0,4
701,722,604,0,4
704,701,604,0,4
722,701,604,0,4
729,661,75,0,4
735,746,613,0,4
746,648,115,0,4
746,650,115,0,4
746,654,115,0,4
746,655,115,0,4
746,671,115,0,4
746,679,115,0,4
746,681,115,0,4
746,691,115,0,4
746,699,505,0,4
746,701,115,0,4
746,713,115,0,4
746,715,115,0,4
746,716,115,0,4
746,729,115,0,4
746,733,115,0,4
746,735,505,0,4
746,741,115,0,4
