122,705,176,3,0
283,705,284,2,1
284,705,705,4,0
322,669,669,4,0
471,669,417,0,3
528,669,474,0,3
650,662,275,0,4
654,705,284,0,4
662,650,275,0,4
662,698,214,0,4
663,705,230,0,4
667,705,176,0,4
671,705,284,0,4
673,705,176,0,4
688,705,230,0,4
689,705,230,0,4
690,705,176,0,4
691,705,230,0,4
693,705,176,0,4
695,705,176,0,4
698,662,212,0,4
701,705,284,0,4
705,654,284,0,4
705,663,284,0,4
705,667,284,0,4
705,671,284,0,4
705,673,284,0,4
705,688,284,0,4
705,689,284,0,4
705,690,284,0,4
705,691,284,0,4
705,693,284,0,4
705,695,284,0,4
705,701,284,0,4
705,713,284,0,4
705,716,284,0,4
705,729,284,0,4
705,733,284,0,4
705,734,284,0,4
705,741,284,0,4
705,743,284,0,4
705,747,284,0,4
713,705,284,0,4
716,705,284,0,4
729,705,284,0,4
733,705,284,0,4
734,705,176,0,4
741,705,284,0,4
743,705,176,0,4
747,705,176,0,4
