229,1670,1670,0,0
294,1590,-1,-1,-1
448,1591,-1,-1,-1
594,1680,-1,-1,-1
636,1618,1618,0,0
816,1607,1607,0,0
846,1660,-1,-1,-1
910,1676,-1,-1,-1
1064,1678,-1,-1,-1
1282,1678,-1,-1,-1
1410,1604,1604,0,0
1499,1648,1648,0,0
1543,1678,1678,0,0
1586,1615,360,0,0
1590,1670,-1,-1,-1
1590,1679,-1,-1,-1
1596,1634,827,0,0
1599,1607,816,0,0
1600,1659,1264,0,0
1607,1599,816,0,0
1607,1625,816,0,0
1615,1586,360,0,0
1615,1637,839,0,0
1615,1651,860,0,0
1625,1607,816,0,0
1630,1661,837,0,0
1634,1596,827,0,0
1635,1649,860,0,0
1637,1615,839,0,0
1639,1665,316,0,0
1644,1676,932,0,0
1646,1676,-1,-1,-1
1649,1635,860,0,0
1649,1665,360,0,0
1651,1615,860,0,0
1654,1678,1543,0,0
1659,1600,1264,0,0
1661,1630,837,0,0
1665,1639,316,0,0
1665,1649,360,0,0
1667,1676,1454,0,0
1670,1590,-1,-1,-1
1676,1644,932,0,0
1676,1646,-1,-1,-1
1676,1667,1454,0,0
1678,1654,1543,0,0
1679,1590,-1,-1,-1
