52,698,712,0,0
53,698,712,0,0
55,698,712,0,0
57,698,712,0,0
68,698,712,0,0
69,698,712,0,0
74,698,712,0,0
75,698,712,0,0
77,698,712,0,0
78,698,712,0,0
79,698,712,0,0
81,698,712,0,0
82,698,712,0,0
84,698,712,0,0
173,698,712,0,0
175,698,712,0,0
176,698,712,0,0
177,698,712,0,0
180,698,712,0,0
181,698,712,0,0
182,698,712,0,0
183,698,712,0,0
184,698,712,0,0
185,698,712,0,0
186,698,712,0,0
188,698,712,0,0
189,698,712,0,0
190,698,712,0,0
191,698,712,0,0
193,698,712,0,0
194,698,712,0,0
195,698,712,0,0
196,698,712,0,0
197,698,712,0,0
198,698,712,0,0
199,698,712,0,0
200,698,712,0,0
201,698,712,0,0
202,698,712,0,0
203,698,712,0,0
204,698,712,0,0
205,698,712,0,0
206,698,712,0,0
207,698,712,0,0
278,698,712,0,0
286,698,712,0,0
290,698,712,0,0
295,698,712,0,0
297,698,712,0,0
301,698,712,0,0
304,698,712,0,0
415,698,698,0,0
698,712,415,0,0
698,719,415,0,0
698,728,415,0,0
712,698,415,0,0
719,698,415,0,0
