209,702,-1,-1,-1
210,702,-1,-1,-1
211,702,-1,-1,-1
212,702,-1,-1,-1
215,702,-1,-1,-1
216,702,-1,-1,-1
217,702,-1,-1,-1
221,702,-1,-1,-1
222,702,-1,-1,-1
223,702,-1,-1,-1
224,702,-1,-1,-1
225,702,-1,-1,-1
228,702,-1,-1,-1
229,702,-1,-1,-1
231,702,-1,-1,-1
232,702,-1,-1,-1
233,702,-1,-1,-1
234,702,-1,-1,-1
235,702,-1,-1,-1
238,702,-1,-1,-1
239,702,-1,-1,-1
240,702,-1,-1,-1
596,702,-1,-1,-1
597,702,-1,-1,-1
598,702,-1,-1,-1
599,702,-1,-1,-1
600,702,-1,-1,-1
601,702,-1,-1,-1
602,702,-1,-1,-1
603,702,-1,-1,-1
604,702,-1,-1,-1
606,702,-1,-1,-1
607,702,-1,-1,-1
608,702,-1,-1,-1
610,702,-1,-1,-1
611,702,-1,-1,-1
613,702,-1,-1,-1
614,702,-1,-1,-1
616,702,-1,-1,-1
617,702,-1,-1,-1
618,702,-1,-1,-1
619,702,-1,-1,-1
622,702,-1,-1,-1
623,702,-1,-1,-1
624,702,-1,-1,-1
625,702,-1,-1,-1
626,702,-1,-1,-1
627,702,-1,-1,-1
628,702,-1,-1,-1
629,702,-1,-1,-1
652,702,-1,-1,-1
658,702,-1,-1,-1
702,652,-1,-1,-1
702,658,-1,-1,-1
702,711,-1,-1,-1
711,702,-1,-1,-1
