52,719,712,0,0
53,719,712,0,0
55,719,712,0,0
57,719,712,0,0
68,719,712,0,0
69,719,712,0,0
74,719,712,0,0
75,719,712,0,0
77,719,712,0,0
78,719,712,0,0
79,719,712,0,0
81,719,712,0,0
82,719,712,0,0
84,719,712,0,0
112,719,641,0,0
123,719,641,0,0
173,719,712,0,0
175,719,712,0,0
176,719,712,0,0
177,719,712,0,0
180,719,712,0,0
181,719,712,0,0
182,719,712,0,0
183,719,712,0,0
184,719,712,0,0
185,719,712,0,0
186,719,712,0,0
188,719,712,0,0
189,719,712,0,0
190,719,712,0,0
191,719,712,0,0
193,719,712,0,0
194,719,712,0,0
195,719,712,0,0
196,719,712,0,0
197,719,712,0,0
198,719,712,0,0
199,719,712,0,0
200,719,712,0,0
201,719,712,0,0
202,719,712,0,0
203,719,712,0,0
204,719,712,0,0
205,719,712,0,0
206,719,712,0,0
207,719,712,0,0
278,719,712,0,0
286,719,712,0,0
290,719,712,0,0
295,719,712,0,0
297,719,712,0,0
301,719,712,0,0
304,719,712,0,0
315,719,641,0,0
317,719,641,0,0
319,719,641,0,0
322,719,641,0,0
323,719,641,0,0
328,719,641,0,0
330,719,641,0,0
331,719,641,0,0
332,719,641,0,0
334,719,641,0,0
336,719,641,0,0
341,719,641,0,0
344,719,641,0,0
347,719,641,0,0
415,719,719,0,0
490,719,641,0,0
491,719,641,0,0
492,719,641,0,0
493,719,641,0,0
494,719,641,0,0
495,719,641,0,0
496,719,641,0,0
497,719,641,0,0
498,719,641,0,0
499,719,641,0,0
500,719,641,0,0
501,719,641,0,0
502,719,641,0,0
503,719,641,0,0
504,719,641,0,0
505,719,641,0,0
506,719,641,0,0
507,719,641,0,0
508,719,641,0,0
509,719,641,0,0
510,719,641,0,0
511,719,641,0,0
512,719,641,0,0
513,719,641,0,0
514,719,641,0,0
515,719,641,0,0
516,719,641,0,0
517,719,641,0,0
518,719,641,0,0
519,719,641,0,0
520,719,641,0,0
521,719,641,0,0
522,719,641,0,0
523,719,641,0,0
524,719,641,0,0
525,719,641,0,0
641,719,415,0,0
712,719,415,0,0
719,641,415,0,0
719,712,415,0,0
